metric,unit,model_mae,baseline_mae,mae_improvement_pct,model_rmse,baseline_rmse,model_r2,quality_pct
traffic_mbps,Mbps,8.316705614324865,12.340217973231358,32.60487268243052,15.943654536372271,22.694507529019077,0.7484124890948234,86.89720101526525
latency_ms,ms,1.1572113150463552,1.2752409177820268,9.255474874579424,2.1591107789173023,2.563187056613171,-0.18952309514503707,75.67286058858696
packet_loss_pct,%,0.32266945698418287,0.371151051625239,13.062496907595795,0.7642448628214971,0.8711748775670791,-0.30905773282994864,77.59866621425975
