metric,threshold,actual_spikes,predicted_spikes,precision,recall,f1,threshold_source
traffic_mbps,85.27364349365234,122,115,0.8347826086956521,0.7868852459016393,0.810126582278481,training_metrics
latency_ms,4.817259788513184,111,206,0.4223300970873786,0.7837837837837838,0.5488958990536277,training_metrics
packet_loss_pct,0.16600000858306885,128,119,0.6470588235294118,0.6015625,0.6234817813765183,training_metrics
