metric,threshold,actual_spikes,predicted_spikes,precision,recall,f1,threshold_source
traffic_mbps,187.40195239611012,5425,5602,0.8729025348089968,0.9013824884792627,0.8869139385145551,training_metrics
latency_ms,6.288976517886738,355,43,0.023255813953488372,0.0028169014084507044,0.005025125628140704,training_metrics
packet_loss_pct,0.40630155656266764,313,38,0.02631578947368421,0.003194888178913738,0.005698005698005698,training_metrics
